EA_TUNNUS;LAHIN_TSA;NIMI_FI;EANIMI_FI;TIE;TIEOSA;ETAISYYS;X;Y;MUNICIPALITY
C1256202;12029;Tie 20 Hönttämäki;Ouluun;20;3;4157;7215017;434064;Oulu
C1256209;12029;Tie 20 Hönttämäki;Tienpinta;20;3;4157;7215017;434064;Oulu
C1256301;12005;Tie 20 Kiiminki, Välikylä;Kuusamoon;20;4;5;7216267;435813;Oulu
C1256302;12005;Tie 20 Kiiminki, Välikylä;Ouluun;20;4;5;7216267;435813;Oulu
C1256303;12005;Tie 20 Kiiminki, Välikylä;Tie 833 Yli-Kiiminkiin;20;4;5;7216267;435813;Oulu
C1256309;12005;Tie 20 Kiiminki, Välikylä;Tienpinta;20;4;5;7216267;435813;Oulu
C1256401;13001;Tie 6 Juurikkalahti;Kajaaniin;6;430;91;7103029;563072;Sotkamo
C1256402;13001;Tie 6 Juurikkalahti;Joensuuhun;6;430;91;7103029;563072;Sotkamo
C1256409;13001;Tie 6 Juurikkalahti;Tienpinta;6;430;91;7103029;563072;Sotkamo
C1256501;13004;Tie 5 Jokivaara;Kuusamoon;5;346;800;7290527;598709;Kuusamo
C1256502;13004;Tie 5 Jokivaara;Kajaaniin;5;346;800;7290527;598709;Kuusamo
C1256509;13004;Tie 5 Jokivaara;Tienpinta;5;346;800;7290527;598709;Kuusamo
C1256601;13005;Tie 800 Puokio;Puolankaan;800;19;20006;7180417;516360;Kuusamo
C1256602;13005;Tie 800 Puokio;Vaalaan;800;19;20006;7180417;516360;Kuusamo
C1256609;13005;Tie 800 Puokio;Tienpinta;800;19;20006;7180417;516360;Kuusamo
C1256701;12005;Tie 849 Kiiminki;Yli-Iihin;849;2;985;7226998;443363;Oulu
C1256702;12005;Tie 849 Kiiminki;Kiiminkiin;849;2;985;7226998;443363;Oulu
C1256709;12005;Tie 849 Kiiminki;Tienpinta;849;2;985;7226998;443363;Oulu
C1256801;12010;Tie 837 Juorkuna;Utajärvelle;837;7;9811;7203388;499050;Utajärvi
C1256802;12010;Tie 837 Juorkuna;Puolankaan;837;7;9811;7203388;499050;Utajärvi
C1256809;12010;Tie 837 Juorkuna;Tienpinta;837;7;9811;7203388;499050;Utajärvi
C1256901;11003;Tie 27 Savari;Kalajoelle;27;6;2208;7106482;380598;Ylivieska
C1256902;11003;Tie 27 Savari;Iisalmeen;27;6;2208;7106482;380598;Ylivieska
C1256909;11003;Tie 27 Savari;Tienpinta;27;6;2208;7106482;380598;Ylivieska
C1257001;12019;Tie 815 Limingantie;Oulunsaloon;815;2;710;7204367;429383;Oulu
C1257002;12019;Tie 815 Limingantie;Maikkulaan;815;2;710;7204367;429383;Oulu
C1257003;12019;Tie 815 Limingantie;Tie 847 Ouluun;815;2;710;7204367;429383;Oulu
C1257004;12019;Tie 815 Limingantie;Tie 847 Kempeleelle;815;2;710;7204367;429383;Oulu
C1257009;12019;Tie 815 Limingantie;Tie 847 Tienpinta;815;2;710;7204367;429383;Oulu
C1257101;12012;Tie 4 Taipale;Kemiin;4;415;1483;7268441;419511;Kuivaniemi
C1257102;12012;Tie 4 Taipale;Ouluun;4;415;1483;7268441;419511;Kuivaniemi
C1257109;12012;Tie 4 Taipale;Tienpinta;4;415;1483;7268441;419511;Kuivaniemi
C1257201;12012;Tie 4 Haukipudas;Tienpinta;4;406;1470;7228820;426220;Oulu
C1257202;12012;Tie 4 Haukipudas;Tienpinta;4;406;1470;7228820;426220;Oulu
C1257301;12028;Tie 5 Petäjälampi;;5;357;3663;7323072;597270;Kuusamo
C1257401;13014;Tie 5 Kajaani, Loikkala;;5;304;4722;7129559;545847;Kajaani
C1257501;13015;Tie 5 Kajaani, Nuottijärvi;;5;233;400;7115250;525507;Kajaani
C1257601;12002;Tie 8 Raahe, Pattijoki;Ouluun;8;429;5235;7175733;383688;Raahe
C1257701;12041;Tie 4 Pulkkila, Hyttikoski;Ouluun;4;353;4041;7141603;442020;Pulkkila
C1257801;12036;Tie 20 Taivalkoski;Tienpinta;20;31;3199;7275091;559963;Taivalkoski
C1257901;10024;Tie 8 Himanka;Ouluun;8;412;214;7106029;335902;Kalajoki
C1258101;12019;vt4_Oulu_Isko;Kemiin;4;402;2209;7213873;428163;Oulu
C1258102;12019;vt4_Oulu_Isko;Ouluun;4;402;2209;7213873;428163;Oulu
C1258109;12019;vt4_Oulu_Isko;Tienpinta;4;402;2209;7213873;428163;Oulu
C1258301;13005;Tie 78 Puolanka, Paasikoski;Puolangalle;78;116;185;7212386;533046;Puolanka
C1258302;13005;Tie 78 Puolanka, Paasikoski;Puolangalle;78;116;185;7212386;533046;Puolanka
C1258303;13005;Tie 78 Puolanka, Paasikoski;Puolangalle;78;116;185;7212386;533046;Puolanka
C1258401;1100;Tie 5 Hyrynsalmi, Seitenjärvi;Kuusamoon;5;315;1082;72001;55500;Hyrynsalmi
C1258402;1100;Tie 5 Hyrynsalmi, Seitenjärvi;Kajaaniin;5;315;1082;72001;55500;Hyrynsalmi
C1258409;1100;Tie 5 Hyrynsalmi, Seitenjärvi;Tienpinta;5;315;1082;72001;55500;Hyrynsalmi
C1258501;13017;Tie 9110 Suomussalmi, Seikkala;Seikkala;9110;5;2165;7171270;604879;Suomussalmi
C1258503;13017;Tie 9110 Suomussalmi, Seikkala;Seikkala;9110;5;2165;7171270;604879;Suomussalmi
C1258601;1111;Tie 813 Lumijoki;Liminkaan;813;9;294;7193849;412278;Lumijoki
C1258602;1111;Tie 813 Lumijoki;Raaheen;813;9;294;7193849;412278;Lumijoki
C1258609;1111;Tie 813 Lumijoki;Tienpinta;813;9;294;7193849;412278;Lumijoki
C1258701;12019;vt4_Oulu_Ritaharju;Kemiin;4;404;1;7218148;426752;Oulu
C1258702;12019;vt4_Oulu_Ritaharju;Ouluun;4;404;1;7218148;426752;Oulu
C1258709;12019;vt4_Oulu_Ritaharju;Tienpinta;4;404;1;7218148;426752;Oulu
C1258801;12018;Tie 8 Pyhäjoki, Hanhikivi;Ouluun;8;424;6828;7157122;3734171;Pyhäjoki
C1258802;12018;Tie 8 Pyhäjoki, Hanhikivi;Kokkolaan;8;424;6828;7157122;3734171;Pyhäjoki
C1258809;12018;Tie 8 Pyhäjoki, Hanhikivi;Tienpinta;8;424;6828;7157122;3734171;Pyhäjoki
C1450101;14018;Tie 940 Äkäslompolo;Muotkavaaraan (pohjoiseen);940;5;600;7502425;378422;Kolari
C1450102;14018;Tie 940 Äkäslompolo;Kolariin (etelään);940;5;600;7502425;378422;Kolari
C1450109;14018;Tie 940 Äkäslompolo;Tienpinta;940;5;600;7502425;378422;Kolari
C1450201;14002;Tie 4 Rovaniemi, Petäjäskoski;Rovaniemelle;4;444;1565;7352667;425525;Rovaniemi
C1450301;14013;Tie 82 Joutsijärvi;Sallaan;82;11;656;7396893;543670;Kemijärvi
C1450302;14013;Tie 82 Joutsijärvi;Kemijärvelle;82;11;656;7396893;543670;Kemijärvi
C1450309;14013;Tie 82 Joutsijärvi;Tienpinta;82;11;656;7396893;543670;Kemijärvi
C1450401;14003;Tie 4 Saariselkä;Utsjoelle;4;549;2760;7593192;517372;Inari
C1450402;14003;Tie 4 Saariselkä;Rovaniemelle;4;549;2760;7593192;517372;Inari
C1450409;14003;Tie 4 Saariselkä;Tienpinta;4;549;2760;7593192;517372;Inari
C1450501;14015;Tie 80 Tepsa;Kittilään;80;16;510;7494538;443410;Kittilä
C1450502;14015;Tie 80 Tepsa;Sodankylään;80;16;510;7494538;443410;Kittilä
C1450509;14015;Tie 80 Tepsa;Tienpinta;80;16;510;7494538;443410;Kittilä
C1450701;14007;Tie 4 Postojoki;Utsjoelle;4;531;2959;7513329;489755;Sodankylä
C1450702;14007;Tie 4 Postojoki;Rovaniemelle;4;531;2959;7513329;489755;Sodankylä
C1450707;14007;Tie 4 Postojoki;Järvimaisema;4;531;2959;7513329;489755;Sodankylä
C1450709;14007;Tie 4 Postojoki;Tienpinta;4;531;2959;7513329;489755;Sodankylä
C1450801;14003;Tie 955 Inari, Hirvaspää;Inariin;955;17;3280;7606588;467514;Inari
C1450901;14004;Tie 4 Rovaniemi, Tiainen;Sodankylään;4;512;2293;7420946;465122;Rovaniemi
C1451001;14008;Tie 4 Tervola, Loue;Rovaniemelle;4;438;5600;7337609;408080;Tervola
C1451002;14008;Tie 4 Tervola, Loue;Kemiin;4;438;5600;7337609;408080;Tervola
C1451009;14008;Tie 4 Tervola, Loue;Tienpinta;4;438;5600;7337609;408080;Tervola
C1451102;14030;Tie 81 Pernu;Rovaniemelle;81;20;53;7341157;525460;Posio
C1451201;14019;Tie 21 Ropinsalmi;Kilpisjärvelle;21;225;6027;7627809;280799;Enontekiö
C1451301;14011;Tie 21 Kolari;Kilpisjärvelle;21;140;6585;7464175;364939;Kolari
C1451401;14010;Tie 21 Ylitornio;Kilpisjärvelle;21;112;5133;7341793;360859;Ylitornio
C1451402;14010;Tie 21 Ylitornio;Tornioon;21;112;5133;7341793;360859;Ylitornio
C1451409;14010;Tie 21 Ylitornio;Tienpinta;21;112;5133;7341793;360859;Ylitornio
C1451501;14018;Tie 79 Äkäsjärvi;Muonioon;79;42;2254;7530170;379106;Muonio
C1451601;14016;Tie 971 Inari, Näätämö;Pohjoiseen;971;18;5400;7729767;581443;Inari
C1451701;14023;Tie 29 Tornio;Tornioon;29;2;3540;7304991;372344;Tornio
C1451702;14023;Tie 29 Tornio;Kemiin;29;2;3540;7304991;372344;Tornio
C1451709;14023;Tie 29 Tornio;Tienpinta;29;2;3540;7304991;372344;Tornio
C1451901;14021;Tie 29 Luukkaankangas;Tornioon;29;1;4054;7302825;381624;Tornio
C1451902;14021;Tie 29 Luukkaankangas;Kemiin;29;1;4054;7302825;381624;Tornio
C1451909;14021;Tie 29 Luukkaankangas;Tienpinta;29;1;4054;7302825;381624;Tornio
C1452001;14021;Tie 4 Kemi;Rovaniemelle;4;426;5180;7299465;386455;Kemi
C1452002;14021;Tie 4 Kemi;Kemiin;4;426;5180;7299465;386455;Kemi
C1452009;14021;Tie 4 Kemi;Tienpinta;4;426;5180;7299465;386455;Kemi
C1452100;14018;Tie 79 Levi;Levi;79;34;5030;7522817;407388;Kittilä
C1452201;14016;Tie 92 Utsjoki, Kaamasmukka;Inariin;92;8;500;7694089;478991;Utsjoki
C1452202;14016;Tie 92 Utsjoki, Kaamasmukka;Karigasniemelle;92;8;500;7694089;478991;Utsjoki
C1452209;14016;Tie 92 Utsjoki, Kaamasmukka;Tienpinta;92;8;500;7694089;478991;Utsjoki
C1452301;14016;Tie 4 Utsjoki, Petsikko;Utsjoelle;4;572;9670;7704288;509335;Utsjoki
C1452302;14016;Tie 4 Utsjoki, Petsikko;Rovaniemelle;4;572;9670;7704288;509335;Utsjoki
C1452309;14016;Tie 4 Utsjoki, Petsikko;Tienpinta;4;572;9670;7704288;509335;Utsjoki
C1452401;14018;Tie 956 Enontekiö, Peltovuoma;Peltovuomaan;956;17;3174;7588454;385275;Enontekiö
C1452402;14018;Tie 956 Enontekiö, Peltovuoma;Nunnasiin;956;17;3174;7588454;385275;Enontekiö
C1452409;14018;Tie 956 Enontekiö, Peltovuoma;Tienpinta;956;17;3174;7588454;385275;Enontekiö
C1452501;14026;Tie 863 Livojärvi;Posiolle;863;13;3188;7319822;553561;Posio
C1452502;14026;Tie 863 Livojärvi;Taivalkoskelle;863;13;3188;7319822;553561;Posio
C1452509;14026;Tie 863 Livojärvi;Tienpinta;863;13;3188;7319822;553561;Posio
C1452601;14009;Tie 4 Rovaniemi, Napapiiri;Sodankylään;4;503;1626;7381165;449084;Rovaniemi
C1452602;14009;Tie 4 Rovaniemi, Napapiiri;Rovaniemelle;4;503;1626;7381165;449084;Rovaniemi
C1452609;14009;Tie 4 Rovaniemi, Napapiiri;Tienpinta;4;503;1626;7381165;449084;Rovaniemi
C1452701;14017;Tie 5 Kairala;Sodankylään;5;413;906;7453070;519099;Pelkosenniemi
C1452702;14017;Tie 5 Kairala;Kemijärvelle;5;413;906;7453070;519099;Pelkosenniemi
C1452709;14017;Tie 5 Kairala;Tienpinta;5;413;906;7453070;519099;Pelkosenniemi
